line_no,endpoint,label,raw_expected_country,expected_country,raw_actual_country,actual_country,actual_country_alias_applied,input_consistent,input_comparable,status,error,exit_region,exit_ip,cf_colo,geo_selected_provider,geo_fallback_used,geo_evidence,selected_in_output,raw_line
90,104.17.177.19:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:16dc::247:4a,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.177.19:443#越南-30
91,104.17.221.168:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:2e1e::498:36,SIN,ping0,False,youtube:VN;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.221.168:443#越南-31
92,104.18.9.139:2083,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:2e1e::498:4a,SIN,ping0,False,youtube:VN;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.18.9.139:2083#越南-32
93,104.25.221.76:2083,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:16dc::247:86,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.25.221.76:2083#越南-33
94,104.27.0.2:2053,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:16dc::247:4a,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.27.0.2:2053#越南-34
95,162.159.0.9:8443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:16dc::247:4a,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,162.159.0.9:8443#越南-35
96,172.64.158.18:443,越南,VN,HK,SG,SG,False,False,True,geo_only,,新加坡,158.178.229.178,SIN,ipwhois,False,youtube:VN;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,172.64.158.18:443#越南-36
97,[2606:4700:3036:6ed4:260:e3e9:a48c:8437]:2083,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398e:2e1e::498:2e,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,[2606:4700:3036:6ed4:260:e3e9:a48c:8437]:2083#越南-37
98,104.25.0.8:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:2646::3d0:2,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.25.0.8:443#越南-38
99,104.17.167.134:8443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:16dc::247:4a,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.167.134:8443#越南-39
100,104.18.39.150:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:2e1e::498:36,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.18.39.150:443#越南-40
101,[2a06:98c1:310c::ec34:51c6]:8443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398e:263c::3cf:6e,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,[2a06:98c1:310c::ec34:51c6]:8443#越南-41
102,www.airpremia.com:2083,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398e:2e1e::498:14,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,www.airpremia.com:2083#越南-42
103,www.kia.com:2096,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:2e1e::498:6a,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,www.kia.com:2096#越南-43
104,104.17.110.91:2053,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:16d2::246:cb,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.110.91:2053#越南-44
105,104.19.149.67:2083,越南,VN,HK,SG,SG,False,False,True,geo_only,,新加坡,139.59.105.158,SIN,ping0,False,youtube:HK;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,104.19.149.67:2083#越南-45
106,108.162.193.1:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::17:2f6,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,108.162.193.1:443#越南-46
107,162.159.17.235:2053,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:263c::3cf:5c,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,162.159.17.235:2053#越南-47
108,cf.3666888.xyz:8443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::3d0:69,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,cf.3666888.xyz:8443#越南-48
109,na.877774.xyz:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:16c8::245:10,SIN,ping0,False,youtube:VN;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,na.877774.xyz:443#越南-49
110,www.nestle.com.cn:2083,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398e:16c8::245:75,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,www.nestle.com.cn:2083#越南-50
111,www.visa.cn:2096,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::245:47,SIN,ping0,False,youtube:VN;ping0:HK;ipwhois:SG;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,www.visa.cn:2096#越南-51
112,www.hthkh.com:2083,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:16c8::245:47,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,www.hthkh.com:2083#越南-52
113,104.17.135.132:2087,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::17:2f6,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.135.132:2087#越南-53
114,104.17.139.37:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:263c::3cf:5d,SIN,ping0,False,youtube:VN;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.139.37:443#越南-54
115,104.17.97.16:2083,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:16d2::246:cc,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.97.16:2083#越南-55
116,104.18.9.19:8443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:16c8::245:74,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.18.9.19:8443#越南-56
117,104.25.72.134:8443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:2e1e::498:34,SIN,ping0,False,youtube:VN;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.25.72.134:8443#越南-57
118,104.27.0.4:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:2646::3d0:3e,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.27.0.4:443#越南-58
119,162.159.0.9:2096,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:16dc::247:33,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,162.159.0.9:2096#越南-59
120,162.159.21.79:2096,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:263c::3cf:6e,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,162.159.21.79:2096#越南-60
121,104.17.111.71:443,香港,HK,HK,SG,SG,False,False,True,geo_only,,新加坡,158.178.229.178,SIN,ipwhois,False,youtube:VN;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.111.71:443#香港-1
122,104.17.150.24:443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:16c8::245:47,SIN,ping0,False,youtube:VN;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.150.24:443#香港-2
123,104.18.13.144:2087,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:2646::3d0:12,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.18.13.144:2087#香港-3
124,104.17.176.219:443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::246:b7,SIN,ping0,False,youtube:VN;ping0:HK;ipwhois:SG;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.176.219:443#香港-4
125,104.18.0.6:2053,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:16d2::246:eb,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.18.0.6:2053#香港-5
126,104.18.46.234:443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::3d0:76,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.18.46.234:443#香港-6
127,104.19.81.203:2053,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:2646::3d0:34,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.19.81.203:2053#香港-7
128,104.17.145.84:2096,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:16d2::246:cc,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.145.84:2096#香港-8
129,108.162.198.5:443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:2646::3d0:76,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,108.162.198.5:443#香港-9
130,ubuntu.com.cn:8443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398e:16c8::245:47,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,ubuntu.com.cn:8443#香港-10
131,104.17.152.132:2096,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:2e1e::498:32,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.152.132:2096#香港-11
132,104.18.42.197:443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:16d2::246:1f,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.18.42.197:443#香港-12
133,104.25.0.8:2096,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:16d2::246:c1,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.25.0.8:2096#香港-13
134,104.17.145.84:8443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:263c::3cf:52,SIN,ping0,False,youtube:VN;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.145.84:8443#香港-14
135,104.17.124.41:2087,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:2e1e::498:36,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.124.41:2087#香港-15
136,104.17.150.24:2087,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:16d2::246:e5,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.150.24:2087#香港-16
137,104.17.155.92:443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::247:4a,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.155.92:443#香港-17
138,104.18.0.203:2083,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:e6::17:2f6,SIN,ping0,False,youtube:-;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.18.0.203:2083#香港-18
139,104.18.255.167:443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::247:4a,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.18.255.167:443#香港-19
140,104.18.47.112:443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:16c8::245:99,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.18.47.112:443#香港-20
141,162.159.134.184:2096,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:e6::17:2f6,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,162.159.134.184:2096#香港-21
142,162.159.153.93:443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:16d2::246:89,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,162.159.153.93:443#香港-22
143,162.159.197.1:443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:e6::17:2f6,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,162.159.197.1:443#香港-23
144,162.159.20.184:2087,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,104.28.156.212,SIN,youtube,False,youtube:HK;ping0:-;ipwhois:SG;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,162.159.20.184:2087#香港-24
145,jp.cf.3666888.xyz:8443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::17:2f6,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,jp.cf.3666888.xyz:8443#香港-25
146,polestar.com:2053,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398e:2e1e::498:5f,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,polestar.com:2053#香港-26
147,www.nokair.com:2083,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:e6::17:2f6,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,www.nokair.com:2083#香港-27
148,104.19.206.184:2087,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:2646::3d0:3d,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.19.206.184:2087#香港-28
149,104.26.2.45:2096,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:2646::3d0:60,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.26.2.45:2096#香港-29
150,108.162.198.9:443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:263c::3cf:2a,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,108.162.198.9:443#香港-30
151,www.bitkub.com:2087,香港,HK,HK,SG,SG,False,False,True,geo_only,,新加坡,158.178.229.178,SIN,ipwhois,False,youtube:VN;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,www.bitkub.com:2087#香港-31
152,www.sloomb.com:2087,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:2e1e::498:36,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,www.sloomb.com:2087#香港-32
153,104.17.152.132:8443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:e6::17:2f6,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.152.132:8443#香港-33
154,104.17.0.8:443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:e6::17:333,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.0.8:443#香港-34
155,104.17.124.184:443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:263c::3cf:6e,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.124.184:443#香港-35
156,104.17.128.243:2096,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::246:34,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.128.243:2096#香港-36
157,104.17.131.237:443,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:16dc::247:4a,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.131.237:443#香港-37
158,104.17.139.37:2053,香港,HK,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:e6::17:2f6,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.139.37:2053#香港-38
